County name,life.expectancy
Alameda,82.23
Alpine,78.48
Amador,79.56
Butte,77.45
Calaveras,79.27
Colusa,79.66
Contra Costa,81.84
Del Norte,75.22
El Dorado,81.46
Fresno,78.46
Glenn,77.37
Humboldt,76.76
Imperial,80.69
Inyo,79.2
Kern,77.02
Kings,79.34
Lake,74.85
Lassen,78.24
Los Angeles,81.57
